,drug,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
236,"DRG15,DRG21",0.0,7.5,7.5,7.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
237,"DRG15,DRG22",0.0,7.5,7.5,7.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
238,"DRG15,DRG23",0.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5
239,"DRG15,DRG24",1.0,7.5,7.5,7.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
240,"DRG16,DRG17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0
241,"DRG16,DRG18",0.0,2.5,2.5,2.5,2.5,2.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0
242,"DRG16,DRG19",1.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
243,"DRG16,DRG20",0.5,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
244,"DRG16,DRG21",0.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
245,"DRG16,DRG22",0.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
246,"DRG16,DRG23",0.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
247,"DRG16,DRG24",1.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
248,"DRG17,DRG18",0.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
249,"DRG17,DRG19",1.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.5,2.5,2.5,2.5,5.5,5.5,5.5,1.5,1.0,1.0,1.0,1.0,1.0
250,"DRG17,DRG20",0.5,9.5,9.5,9.5,9.5,9.5,9.5,0.5,0.5,0.5,0.5,0.5,1.5,0.5,0.5,0.5,7.5,7.5,7.5,0.5,1.5,1.5,1.5,1.5,1.5
251,"DRG17,DRG21",0.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,0.0,0.0,1.0,1.0,1.0
252,"DRG17,DRG22",0.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,0.0,0.0,0.0,1.0,1.0
253,"DRG17,DRG23",0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0
254,"DRG17,DRG24",1.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,5.5,5.5,5.5,1.5,1.0,1.0,1.0,1.0,1.0
255,"DRG18,DRG19",1.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,5.5,5.5,5.5,1.5,1.0,1.0,1.0,1.0,1.0
256,"DRG18,DRG20",0.5,9.5,9.5,9.5,9.5,9.5,9.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
257,"DRG18,DRG21",0.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,5.5,5.5,5.5,1.5,1.0,1.0,1.0,1.0,1.0
258,"DRG18,DRG22",0.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,5.5,5.5,5.5,1.5,1.0,1.0,1.0,1.0,1.0
259,"DRG18,DRG23",0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0
260,"DRG18,DRG24",1.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,5.5,5.5,5.5,1.5,1.0,1.0,1.0,1.0,1.0
261,"DRG19,DRG20",1.5,9.5,9.5,9.5,9.5,9.5,9.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
262,"DRG19,DRG21",0.0,9.5,9.5,9.5,9.5,9.5,9.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
263,"DRG19,DRG22",0.0,9.5,9.5,9.5,9.5,9.5,9.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
264,"DRG19,DRG23",0.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5
265,"DRG19,DRG24",1.0,9.5,9.5,9.5,9.5,9.5,9.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
266,"DRG20,DRG21",0.5,9.5,9.5,9.5,9.5,9.5,9.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
267,"DRG20,DRG22",0.5,9.5,9.5,9.5,9.5,9.5,9.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
268,"DRG20,DRG23",0.5,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5
269,"DRG20,DRG24",1.5,9.5,9.5,9.5,9.5,9.5,9.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
270,"DRG21,DRG22",0.0,9.5,9.5,9.5,9.5,9.5,9.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
271,"DRG21,DRG23",0.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5
272,"DRG21,DRG24",1.0,9.5,9.5,9.5,9.5,9.5,9.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
273,"DRG22,DRG23",0.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5
274,"DRG22,DRG24",1.0,9.5,9.5,9.5,9.5,9.5,9.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
275,"DRG23,DRG24",1.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5
